athleteID,eventID,medal,year
12045,477,Silver,1964
12046,434,Silver,1964
12047,3,Bronze,1964
12048,342,Bronze,1964
12049,699,Gold,1964
12050,471,Bronze,1964
12051,342,Bronze,1964
12052,338,Silver,1964
12053,429,Silver,1964
12054,649,Silver,1964
12055,338,Gold,1964
12056,342,Gold,1964
12057,613,Bronze,1964
12058,622,Gold,1964
12059,482,Bronze,1964
12060,693,Silver,1964
12061,85,Bronze,1964
12062,480,Gold,1964
12063,615,Gold,1964
12064,622,Bronze,1964
12065,184,Bronze,1964
12066,649,Bronze,1964
12067,103,Bronze,1964
12068,271,Silver,1964
12069,272,Gold,1964
12070,78,Bronze,1964
12071,127,Bronze,1964
12072,139,Gold,1964
12073,141,Silver,1964
12074,109,Gold,1964
12075,688,Silver,1964
12076,650,Silver,1964
12077,151,Bronze,1964
12078,429,Silver,1964
12079,124,Bronze,1964
12080,435,Silver,1964
12081,180,Bronze,1964
12082,388,Silver,1964
12083,689,Gold,1964
12084,272,Silver,1964
12085,396,Bronze,1964
12086,306,Silver,1964
12087,307,Gold,1964
12088,689,Silver,1964
12089,171,Silver,1964
12090,4,Gold,1964
12091,407,Silver,1964
12092,398,Bronze,1964
12093,689,Gold,1964
12094,689,Bronze,1964
12095,433,Bronze,1964
12096,430,Silver,1964
12097,108,Silver,1964
12098,188,Silver,1964
12099,326,Bronze,1964
12100,143,Silver,1964
12101,237,Gold,1964
12102,230,Gold,1964
12103,234,Gold,1964
12104,151,Gold,1964
12105,728,Bronze,1964
12106,574,Bronze,1964
12107,572,Bronze,1964
12108,326,Silver,1964
12109,397,Bronze,1964
12110,649,Gold,1964
12111,85,Silver,1964
12112,430,Gold,1964
12113,326,Bronze,1964
12114,326,Bronze,1964
12115,174,Bronze,1964
12116,151,Gold,1964
12117,104,Gold,1964
12118,342,Silver,1964
12119,388,Bronze,1964
12120,429,Gold,1964
12121,687,Gold,1964
12122,199,Bronze,1964
12123,725,Silver,1964
12124,688,Silver,1964
12125,341,Bronze,1964
12126,687,Gold,1964
12127,294,Gold,1964
12128,141,Bronze,1964
12129,650,Bronze,1964
12130,321,Silver,1964
12131,321,Silver,1964
12132,151,Gold,1964
12133,334,Silver,1964
12134,175,Bronze,1964
12135,639,Silver,1964
12136,75,Gold,1964
12137,85,Gold,1964
12138,379,Gold,1964
12139,380,Silver,1964
12140,378,Gold,1964
12141,376,Gold,1964
12142,85,Gold,1964
12143,88,Gold,1964
12144,359,Bronze,1964
12145,368,Gold,1964
12146,429,Bronze,1964
12147,713,Bronze,1964
12148,388,Bronze,1964
12149,133,Bronze,1964
12150,306,Gold,1964
12151,307,Silver,1964
12152,188,Silver,1964
12153,314,Gold,1964
12154,315,Gold,1964
12155,137,Bronze,1964
12156,687,Gold,1964
12157,321,Silver,1964
12158,395,Bronze,1964
12159,203,Gold,1964
12160,132,Silver,1964
12161,127,Gold,1964
12162,274,Gold,1964
12163,429,Gold,1964
12164,621,Gold,1964
12165,623,Gold,1964
12166,622,Gold,1964
12167,69,Bronze,1964
12168,295,Silver,1964
12169,483,Gold,1964
12170,88,Silver,1964
12171,85,Silver,1964
12172,274,Bronze,1964
12173,151,Gold,1964
12174,318,Bronze,1964
12175,622,Gold,1964
12176,436,Silver,1964
12177,385,Bronze,1964
12178,95,Silver,1964
12179,342,Gold,1964
12180,203,Bronze,1964
12181,687,Silver,1964
12182,129,Gold,1964
12183,342,Silver,1964
12184,429,Gold,1964
12185,688,Bronze,1964
12186,262,Gold,1964
12187,251,Silver,1964
12188,272,Gold,1964
12189,100,Silver,1964
12190,385,Silver,1964
12191,433,Silver,1964
12192,151,Gold,1964
12193,65,Bronze,1964
12194,108,Gold,1964
12195,388,Gold,1964
12196,430,Silver,1964
12197,649,Gold,1964
12198,653,Gold,1964
12199,385,Bronze,1964
12200,480,Bronze,1964
12201,84,Bronze,1964
12202,326,Silver,1964
12203,90,Bronze,1964
12204,687,Bronze,1964
12205,650,Bronze,1964
12206,312,Bronze,1964
12207,312,Bronze,1964
12208,289,Silver,1964
12209,621,Bronze,1964
12210,622,Bronze,1964
12211,719,Bronze,1964
12212,341,Gold,1964
12213,613,Silver,1964
12214,372,Silver,1964
12215,171,Gold,1964
12216,621,Bronze,1964
12217,388,Bronze,1964
12218,251,Gold,1964
12219,328,Gold,1964
12220,689,Gold,1964
12221,75,Silver,1964
12222,84,Gold,1964
12223,326,Bronze,1964
12224,315,Silver,1964
12225,436,Gold,1964
12226,377,Bronze,1964
12227,84,Silver,1964
12228,652,Gold,1964
12229,639,Bronze,1964
12230,133,Silver,1964
12231,434,Bronze,1964
12232,169,Silver,1964
12233,388,Bronze,1964
12234,151,Bronze,1964
12235,642,Bronze,1964
12236,649,Gold,1964
12237,641,Bronze,1964
12238,650,Gold,1964
12239,169,Gold,1964
12240,169,Gold,1964
12241,410,Gold,1964
12242,362,Gold,1964
12243,372,Gold,1964
12244,358,Silver,1964
12245,366,Gold,1964
12246,574,Silver,1964
12247,572,Gold,1964
12248,342,Bronze,1964
12249,192,Gold,1964
12250,210,Gold,1964
12251,385,Bronze,1964
12252,173,Bronze,1964
12253,342,Gold,1964
12254,117,Silver,1964
12255,408,Gold,1964
12256,689,Gold,1964
12257,639,Gold,1964
12258,650,Gold,1964
12259,433,Gold,1964
12260,70,Silver,1964
12261,306,Bronze,1964
12262,307,Bronze,1964
12263,433,Gold,1964
12264,653,Silver,1964
12265,388,Gold,1964
12266,307,Silver,1964
12267,84,Silver,1964
12268,692,Silver,1964
12269,429,Gold,1964
12270,210,Silver,1964
12271,316,Gold,1964
12272,318,Silver,1964
12273,342,Bronze,1964
12274,642,Gold,1964
12275,649,Silver,1964
12276,176,Gold,1964
12277,315,Silver,1964
12278,342,Bronze,1964
12279,151,Bronze,1964
12280,180,Silver,1964
12281,272,Bronze,1964
12282,315,Bronze,1964
12283,688,Gold,1964
12284,623,Bronze,1964
12285,372,Bronze,1964
12286,372,Bronze,1964
12287,326,Gold,1964
12288,430,Silver,1964
12289,180,Bronze,1964
12290,69,Silver,1964
12291,728,Gold,1964
12292,398,Gold,1964
12293,410,Silver,1964
12294,342,Bronze,1964
12295,342,Gold,1964
12296,342,Silver,1964
12297,84,Bronze,1964
12298,199,Silver,1964
12299,593,Silver,1964
12300,398,Bronze,1964
12301,385,Bronze,1964
12302,269,Bronze,1964
12303,9,Silver,1964
12304,10,Gold,1964
12305,9,Gold,1964
12306,10,Silver,1964
12307,687,Silver,1964
12308,688,Bronze,1964
12309,388,Bronze,1964
12310,700,Gold,1964
12311,289,Bronze,1964
12312,179,Silver,1964
12313,138,Bronze,1964
12314,290,Silver,1964
12315,328,Silver,1964
12316,307,Silver,1964
12317,650,Gold,1964
12318,689,Bronze,1964
12319,613,Gold,1964
12320,85,Silver,1964
12321,496,Silver,1964
12322,388,Bronze,1964
12323,623,Silver,1964
12324,622,Silver,1964
12325,203,Gold,1964
12326,689,Bronze,1964
12327,593,Silver,1964
12328,380,Gold,1964
12329,181,Gold,1964
12330,179,Bronze,1964
12331,222,Silver,1964
12332,224,Silver,1964
12333,251,Silver,1964
12334,326,Bronze,1964
12335,295,Gold,1964
12336,294,Silver,1964
12337,728,Silver,1964
12338,506,Bronze,1964
12339,230,Bronze,1964
12340,234,Silver,1964
12341,725,Bronze,1964
12342,689,Gold,1964
12343,8,Gold,1964
12344,388,Silver,1964
12345,649,Gold,1964
12346,385,Silver,1964
12347,544,Bronze,1964
12348,541,Gold,1964
12349,251,Bronze,1964
12350,598,Silver,1964
12351,717,Gold,1964
12352,688,Gold,1964
12353,396,Silver,1964
12354,111,Gold,1964
12355,434,Gold,1964
12356,650,Gold,1964
12357,181,Bronze,1964
12358,433,Bronze,1964
12359,434,Gold,1964
12360,590,Bronze,1964
12361,385,Silver,1964
12362,372,Gold,1964
12363,369,Gold,1964
12364,716,Bronze,1964
12365,70,Gold,1964
12366,84,Gold,1964
12367,151,Gold,1964
12368,109,Silver,1964
12369,8,Bronze,1964
12370,342,Bronze,1964
12371,341,Silver,1964
12372,434,Gold,1964
12373,622,Silver,1964
12374,274,Gold,1964
12375,78,Silver,1964
12376,205,Silver,1964
12377,623,Silver,1964
12378,628,Bronze,1964
12379,5,Bronze,1964
12380,440,Silver,1964
12381,430,Gold,1964
12382,385,Bronze,1964
12383,199,Silver,1964
12384,436,Bronze,1964
12385,397,Silver,1964
12386,99,Gold,1964
12387,388,Bronze,1964
12388,74,Bronze,1964
12389,724,Bronze,1964
12390,323,Silver,1964
12391,435,Bronze,1964
12392,176,Silver,1964
12393,226,Silver,1964
12394,687,Silver,1964
12395,435,Gold,1964
12396,688,Silver,1964
12397,127,Bronze,1964
12398,712,Bronze,1964
12399,713,Gold,1964
12400,692,Bronze,1964
12401,192,Silver,1964
12402,342,Gold,1964
12403,687,Bronze,1964
12404,621,Gold,1964
12405,623,Gold,1964
12406,395,Gold,1964
12407,203,Gold,1964
12408,262,Bronze,1964
12409,688,Gold,1964
12410,718,Gold,1964
12411,388,Gold,1964
12412,714,Silver,1964
12413,440,Gold,1964
12414,623,Bronze,1964
12415,151,Gold,1964
12416,435,Gold,1964
12417,621,Silver,1964
12418,688,Bronze,1964
12419,434,Silver,1964
12420,716,Silver,1964
12421,689,Silver,1964
12422,429,Bronze,1964
12423,312,Gold,1964
12424,614,Bronze,1964
12425,151,Bronze,1964
12426,173,Silver,1964
12427,222,Bronze,1964
12428,227,Gold,1964
12429,226,Gold,1964
12430,70,Bronze,1964
12431,388,Bronze,1964
12432,592,Gold,1964
12433,591,Bronze,1964
12434,388,Silver,1964
12435,388,Silver,1964
12436,388,Silver,1964
12437,71,Gold,1964
12438,213,Bronze,1964
12439,311,Gold,1964
12440,312,Silver,1964
12441,159,Bronze,1964
12442,338,Bronze,1964
12443,338,Bronze,1964
12444,328,Gold,1964
12445,687,Gold,1964
12446,687,Gold,1964
12447,689,Bronze,1964
12448,307,Bronze,1964
12449,151,Silver,1964
12450,688,Silver,1964
12451,398,Silver,1964
12452,689,Gold,1964
12453,574,Gold,1964
12454,572,Silver,1964
12455,718,Bronze,1964
12456,699,Silver,1964
12457,471,Silver,1964
12458,689,Gold,1964
12459,315,Bronze,1964
12460,251,Gold,1964
12461,688,Gold,1964
12462,184,Gold,1964
12463,342,Gold,1964
12464,688,Silver,1964
12465,385,Gold,1964
12466,326,Gold,1964
12467,717,Silver,1964
12468,385,Silver,1964
12469,188,Gold,1964
12470,714,Bronze,1964
12471,151,Silver,1964
12472,213,Gold,1964
12473,395,Bronze,1964
12474,5,Silver,1964
12475,723,Bronze,1964
12476,132,Bronze,1964
12477,338,Silver,1964
12478,397,Bronze,1964
12479,95,Bronze,1964
12480,169,Gold,1964
12481,413,Silver,1964
12482,178,Silver,1964
12483,418,Silver,1964
12484,307,Bronze,1964
12485,388,Bronze,1964
12486,610,Bronze,1964
12487,621,Silver,1964
12488,623,Silver,1964
12489,622,Silver,1964
12490,103,Gold,1964
12491,307,Gold,1964
12492,430,Bronze,1964
12493,121,Bronze,1964
12494,127,Gold,1964
12495,342,Silver,1964
12496,429,Gold,1964
12497,342,Silver,1964
12498,483,Gold,1964
12499,418,Gold,1964
12500,272,Bronze,1964
12501,274,Bronze,1964
12502,407,Gold,1964
12503,641,Silver,1964
12504,650,Silver,1964
12505,644,Silver,1964
12506,226,Bronze,1964
12507,237,Bronze,1964
12508,234,Gold,1964
12509,734,Gold,1964
12510,597,Bronze,1964
12511,342,Gold,1964
12512,688,Gold,1964
12513,429,Bronze,1964
12514,388,Gold,1964
12515,689,Gold,1964
12516,687,Silver,1964
12517,372,Bronze,1964
12518,688,Bronze,1964
12519,729,Silver,1964
12520,342,Bronze,1964
12521,151,Silver,1964
12522,687,Bronze,1964
12523,323,Bronze,1964
12524,372,Bronze,1964
12525,440,Bronze,1964
12526,687,Gold,1964
12527,169,Silver,1964
12528,687,Bronze,1964
12529,719,Gold,1964
12530,117,Bronze,1964
12531,323,Gold,1964
12532,151,Silver,1964
12533,688,Bronze,1964
12534,380,Silver,1964
12535,477,Gold,1964
12536,105,Silver,1964
12537,326,Gold,1964
12538,180,Gold,1964
12539,622,Silver,1964
12540,701,Silver,1964
12541,388,Gold,1964
12542,689,Bronze,1964
12543,689,Bronze,1964
12544,506,Silver,1964
12545,3,Silver,1964
12546,179,Gold,1964
12547,84,Bronze,1964
12548,385,Gold,1964
12549,87,Gold,1964
12550,85,Gold,1964
12551,650,Silver,1964
12552,379,Silver,1964
12553,380,Gold,1964
12554,377,Gold,1964
12555,378,Silver,1964
12556,382,Bronze,1964
12557,376,Bronze,1964
12558,213,Silver,1964
12559,210,Bronze,1964
12560,226,Silver,1964
12561,385,Gold,1964
12562,688,Bronze,1964
12563,312,Silver,1964
12564,312,Silver,1964
12565,111,Bronze,1964
12566,237,Silver,1964
12567,234,Bronze,1964
12568,372,Silver,1964
12569,342,Silver,1964
12570,314,Bronze,1964
12571,315,Bronze,1964
12572,71,Silver,1964
12573,74,Silver,1964
12574,274,Gold,1964
12575,524,Gold,1964
12576,151,Silver,1964
12577,342,Bronze,1964
12578,362,Silver,1964
12579,372,Silver,1964
12580,358,Silver,1964
12581,361,Silver,1964
12582,621,Silver,1964
12583,272,Silver,1964
12584,388,Gold,1964
12585,112,Gold,1964
12586,480,Silver,1964
12587,134,Silver,1964
12588,688,Silver,1964
12589,622,Gold,1964
12590,429,Bronze,1964
12591,388,Silver,1964
12592,105,Bronze,1964
12593,372,Bronze,1964
12594,434,Bronze,1964
12595,623,Gold,1964
12596,380,Gold,1964
12597,388,Silver,1964
12598,316,Silver,1964
12599,318,Bronze,1964
12600,385,Silver,1964
12601,592,Bronze,1964
12602,591,Silver,1964
12603,408,Bronze,1964
12604,179,Bronze,1964
12605,382,Silver,1964
12606,385,Silver,1964
12607,312,Bronze,1964
12608,84,Silver,1964
12609,380,Gold,1964
12610,376,Silver,1964
12611,622,Gold,1964
12612,134,Bronze,1964
12613,274,Silver,1964
12614,222,Gold,1964
12615,224,Gold,1964
12616,226,Silver,1964
12617,251,Silver,1964
12618,496,Gold,1964
12619,688,Bronze,1964
12620,328,Gold,1964
12621,151,Bronze,1964
12622,700,Silver,1964
12623,715,Bronze,1964
12624,234,Silver,1964
12625,342,Silver,1964
12626,137,Silver,1964
12627,342,Silver,1964
12628,112,Silver,1964
12629,688,Gold,1964
12630,688,Gold,1964
12631,545,Gold,1964
12632,74,Gold,1964
12633,319,Bronze,1964
12634,321,Gold,1964
12635,689,Gold,1964
12636,388,Gold,1964
12637,388,Gold,1964
12638,385,Bronze,1964
12639,151,Gold,1964
12640,181,Bronze,1964
12641,593,Gold,1964
12642,622,Gold,1964
12643,610,Silver,1964
12644,121,Silver,1964
12645,124,Gold,1964
12646,127,Silver,1964
12647,471,Bronze,1964
12648,385,Bronze,1964
12649,722,Gold,1964
12650,230,Silver,1964
12651,234,Gold,1964
12652,159,Gold,1964
12653,482,Bronze,1964
12654,321,Gold,1964
12655,358,Gold,1964
12656,366,Bronze,1964
12657,369,Silver,1964
12658,480,Silver,1964
12659,85,Silver,1964
12660,623,Gold,1964
12661,729,Bronze,1964
12662,429,Silver,1964
12663,318,Gold,1964
12664,71,Bronze,1964
12665,388,Silver,1964
12666,69,Gold,1964
12667,687,Bronze,1964
12668,413,Gold,1964
12669,151,Bronze,1964
12670,433,Gold,1964
12671,372,Gold,1964
12672,434,Bronze,1964
12673,693,Gold,1964
12674,688,Gold,1964
12675,592,Silver,1964
12676,412,Bronze,1964
12677,413,Gold,1964
12678,687,Gold,1964
12679,171,Bronze,1964
12680,169,Bronze,1964
12681,413,Silver,1964
12682,88,Bronze,1964
12683,314,Silver,1964
12684,433,Silver,1964
12685,433,Silver,1964
12686,271,Bronze,1964
12687,482,Silver,1964
12688,687,Bronze,1964
12689,203,Gold,1964
12690,545,Bronze,1964
12691,151,Silver,1964
12692,151,Bronze,1964
12693,385,Silver,1964
12694,87,Silver,1964
12695,85,Bronze,1964
12696,342,Silver,1964
12697,429,Bronze,1964
12698,151,Silver,1964
12699,430,Bronze,1964
12700,151,Gold,1964
12701,649,Silver,1964
12702,687,Silver,1964
12703,689,Silver,1964
12704,722,Bronze,1964
12705,482,Silver,1964
12706,596,Bronze,1964
12707,597,Silver,1964
12708,688,Silver,1964
12709,524,Bronze,1964
12710,388,Bronze,1964
12711,413,Bronze,1964
12712,169,Silver,1964
12713,380,Bronze,1964
12714,396,Gold,1964
12715,689,Silver,1964
12716,434,Bronze,1964
12717,171,Gold,1964
12718,307,Gold,1964
12719,687,Bronze,1964
12720,604,Silver,1964
12721,326,Gold,1964
12722,380,Silver,1964
12723,342,Silver,1964
12724,430,Gold,1964
12725,105,Gold,1964
12726,385,Silver,1964
12727,92,Silver,1964
12728,178,Bronze,1964
12729,385,Bronze,1964
12730,591,Gold,1964
12731,388,Silver,1964
12732,318,Bronze,1964
12733,342,Gold,1964
12734,342,Bronze,1964
12735,689,Silver,1964
12736,388,Silver,1964
12737,90,Silver,1964
12738,188,Bronze,1964
12739,480,Bronze,1964
12740,471,Gold,1964
12741,342,Gold,1964
12742,412,Silver,1964
12743,413,Gold,1964
12744,429,Bronze,1964
12745,693,Bronze,1964
12746,734,Bronze,1964
12747,614,Gold,1964
12748,622,Bronze,1964
12749,388,Silver,1964
12750,321,Bronze,1964
12751,471,Gold,1964
12752,65,Silver,1964
12753,430,Gold,1964
12754,100,Gold,1964
12755,733,Gold,1964
12756,388,Silver,1964
12757,701,Bronze,1964
12758,623,Bronze,1964
12759,397,Gold,1964
12760,175,Silver,1964
12761,380,Bronze,1964
12762,372,Gold,1964
12763,342,Gold,1964
12764,593,Silver,1964
12765,188,Gold,1964
12766,689,Bronze,1964
12767,274,Bronze,1964
12768,129,Silver,1964
12769,133,Gold,1964
12770,315,Silver,1964
12771,700,Bronze,1964
12772,342,Gold,1964
12773,92,Gold,1964
12774,342,Bronze,1964
12775,326,Silver,1964
12776,318,Silver,1964
12777,385,Gold,1964
12778,687,Silver,1964
12779,321,Bronze,1964
12780,385,Bronze,1964
12781,385,Bronze,1964
12782,482,Gold,1964
12783,326,Silver,1964
12784,138,Gold,1964
12785,192,Bronze,1964
12786,203,Silver,1964
12787,210,Silver,1964
12788,687,Silver,1964
12789,413,Silver,1964
12790,385,Gold,1964
12791,434,Gold,1964
12792,205,Gold,1964
12793,734,Silver,1964
12794,328,Silver,1964
12795,151,Silver,1964
12796,271,Gold,1964
12797,245,Silver,1964
12798,483,Bronze,1964
12799,251,Bronze,1964
12800,251,Bronze,1964
12801,92,Bronze,1964
12802,388,Silver,1964
12803,251,Bronze,1964
12804,388,Gold,1964
12805,319,Gold,1964
12806,321,Bronze,1964
12807,434,Bronze,1964
12808,342,Silver,1964
12809,251,Gold,1964
12810,178,Bronze,1964
12811,178,Gold,1964
12812,385,Bronze,1964
12813,84,Bronze,1964
12814,717,Bronze,1964
12815,650,Gold,1964
12816,429,Silver,1964
12817,407,Bronze,1964
12818,315,Silver,1964
12819,698,Gold,1964
12820,689,Gold,1964
12821,687,Gold,1964
12822,429,Bronze,1964
12823,715,Gold,1964
12824,541,Bronze,1964
12825,182,Gold,1964
12826,689,Bronze,1964
12827,388,Bronze,1964
12828,480,Gold,1964
12829,234,Bronze,1964
12830,141,Gold,1964
12831,143,Gold,1964
12832,134,Gold,1964
12833,159,Silver,1964
12834,614,Silver,1964
12835,338,Gold,1964
12836,644,Gold,1964
12837,328,Silver,1964
12838,388,Bronze,1964
12839,184,Bronze,1964
12840,234,Bronze,1964
12841,723,Gold,1964
12842,378,Silver,1964
12843,327,Bronze,1964
12844,388,Gold,1964
12845,321,Gold,1964
12846,104,Bronze,1964
12847,652,Silver,1964
12848,274,Silver,1964
12849,653,Bronze,1964
12850,361,Bronze,1964
12851,328,Silver,1964
12852,321,Silver,1964
12853,315,Gold,1964
12854,650,Gold,1964
12855,111,Silver,1964
12856,327,Gold,1964
12857,328,Gold,1964
12858,338,Silver,1964
12859,316,Bronze,1964
12860,318,Bronze,1964
12861,622,Bronze,1964
12862,622,Gold,1964
12863,132,Gold,1964
12864,127,Gold,1964
12865,169,Bronze,1964
12866,75,Bronze,1964
12867,85,Bronze,1964
12868,311,Bronze,1964
12869,615,Silver,1964
12870,342,Bronze,1964
12871,269,Silver,1964
12872,318,Bronze,1964
12873,173,Bronze,1964
12874,78,Gold,1964
12875,480,Bronze,1964
12876,395,Silver,1964
12877,274,Silver,1964
12878,227,Silver,1964
12879,226,Gold,1964
12880,176,Bronze,1964
12881,151,Bronze,1964
12882,719,Silver,1964
12883,688,Silver,1964
12884,689,Silver,1964
12885,724,Silver,1964
12886,628,Gold,1964
12887,433,Bronze,1964
12888,318,Silver,1964
12889,715,Silver,1964
12890,689,Gold,1964
12891,434,Silver,1964
12892,688,Bronze,1964
12893,380,Silver,1964
12894,621,Bronze,1964
12895,321,Gold,1964
12896,688,Silver,1964
12897,688,Silver,1964
12898,623,Gold,1964
12899,628,Silver,1964
12900,326,Silver,1964
12901,733,Silver,1964
12902,173,Gold,1964
12903,321,Silver,1964
12904,733,Bronze,1964
12905,689,Silver,1964
12906,471,Gold,1964
12907,688,Gold,1964
12908,687,Bronze,1964
12909,9,Silver,1964
12910,10,Bronze,1964
12911,650,Bronze,1964
12912,695,Bronze,1964
12913,687,Silver,1964
12914,328,Bronze,1964
12915,615,Bronze,1964
12916,622,Gold,1964
12917,342,Silver,1964
12918,334,Gold,1964
12919,610,Gold,1964
12920,627,Gold,1964
12921,621,Gold,1964
12922,623,Gold,1964
12923,4,Silver,1964
12924,311,Silver,1964
12925,312,Gold,1964
12926,429,Silver,1964
12927,90,Gold,1964
12928,621,Gold,1964
12929,182,Silver,1964
12930,315,Bronze,1964
12931,174,Bronze,1964
12932,203,Silver,1964
12933,274,Bronze,1964
12934,435,Bronze,1964
12935,203,Bronze,1964
12936,471,Bronze,1964
12937,380,Silver,1964
12938,342,Bronze,1964
12939,689,Bronze,1964
12940,545,Silver,1964
12941,408,Silver,1964
12942,245,Gold,1964
12943,151,Bronze,1964
12944,362,Silver,1964
12945,372,Silver,1964
12946,359,Gold,1964
12947,369,Bronze,1964
12948,318,Gold,1964
12949,139,Bronze,1964
12950,649,Gold,1964
12951,688,Gold,1964
12952,688,Gold,1964
12953,151,Gold,1964
12954,380,Bronze,1964
12955,328,Silver,1964
12956,623,Bronze,1964
12957,687,Gold,1964
12958,210,Bronze,1964
12959,600,Bronze,1964
12960,689,Silver,1964
12961,729,Gold,1964
12962,151,Bronze,1964
12963,127,Bronze,1964
12964,385,Gold,1964
12965,385,Gold,1964
12966,385,Gold,1964
12967,385,Gold,1964
12968,385,Gold,1964
12969,385,Gold,1964
12970,385,Gold,1964
12971,385,Gold,1964
12972,385,Gold,1964
12973,169,Bronze,1964
12974,171,Bronze,1964
12975,169,Bronze,1964
12976,318,Gold,1964
12977,290,Gold,1964
12978,199,Gold,1964
12979,85,Bronze,1964
12980,600,Gold,1964
12981,596,Gold,1964
12982,597,Gold,1964
12983,598,Gold,1964
12984,318,Silver,1964
12985,688,Bronze,1964
12986,385,Bronze,1964
12987,388,Bronze,1964
12988,687,Silver,1964
12989,95,Gold,1964
12990,65,Gold,1964
12991,687,Silver,1964
12992,175,Bronze,1964
12993,188,Bronze,1964
12994,430,Silver,1964
12995,689,Silver,1964
12996,388,Gold,1964
12997,483,Silver,1964
12998,84,Gold,1964
12999,226,Gold,1964
13000,408,Gold,1964
13001,598,Silver,1964
13002,396,Bronze,1964
13003,174,Gold,1964
13004,388,Silver,1964
13005,652,Bronze,1964
13006,4,Bronze,1964
13007,5,Gold,1964
13008,689,Silver,1964
13009,342,Bronze,1964
13010,388,Silver,1964
13011,471,Silver,1964
13012,436,Silver,1964
13013,642,Silver,1964
13014,649,Gold,1964
13015,641,Gold,1964
13016,650,Gold,1964
13017,429,Gold,1964
13018,234,Silver,1964
13019,274,Gold,1964
13020,151,Bronze,1964
13021,687,Bronze,1964
13022,483,Bronze,1964
13023,342,Silver,1964
13024,388,Silver,1964
13025,723,Silver,1964
13026,388,Bronze,1964
13027,318,Gold,1964
13028,688,Bronze,1964
13029,342,Gold,1964
13030,342,Gold,1964
13031,124,Silver,1964
13032,127,Gold,1964
13033,139,Silver,1964
13034,117,Gold,1964
13035,184,Silver,1964
13036,380,Bronze,1964
13037,688,Gold,1964
13038,108,Bronze,1964
13039,649,Bronze,1964
13040,650,Silver,1964
13041,274,Silver,1964
13042,169,Silver,1964
13043,408,Silver,1964
13044,328,Bronze,1964
13045,418,Bronze,1964
13046,104,Silver,1964
13047,471,Silver,1964
13048,649,Silver,1964
13049,410,Bronze,1964
13050,227,Bronze,1964
13051,226,Silver,1964
13052,388,Bronze,1964
13053,688,Silver,1964
13054,372,Silver,1964
13055,359,Silver,1964
13056,380,Silver,1964
13057,429,Bronze,1964
13058,687,Silver,1964
13059,622,Bronze,1964
13060,412,Gold,1964
13061,413,Bronze,1964
13062,413,Bronze,1964
13063,698,Silver,1964
13064,623,Gold,1964
13065,151,Silver,1964
13066,245,Bronze,1964
13067,524,Silver,1964
13068,430,Silver,1964
13069,713,Silver,1964
13070,689,Silver,1964
13071,372,Silver,1964
13072,368,Bronze,1964
13073,109,Bronze,1964
13074,380,Bronze,1964
13075,362,Silver,1964
13076,372,Gold,1964
13077,366,Silver,1964
13078,368,Silver,1964
13079,203,Bronze,1964
13080,649,Silver,1964
13081,436,Gold,1964
13082,121,Gold,1964
13083,127,Silver,1964
13084,712,Gold,1964
13085,342,Bronze,1964
13086,342,Silver,1964
13087,342,Bronze,1964
13088,262,Silver,1964
13089,650,Bronze,1964
13090,226,Bronze,1964
13091,199,Gold,1964
13092,226,Bronze,1964
13093,692,Gold,1964
13094,724,Gold,1964
13095,182,Bronze,1964
13096,342,Silver,1964
13097,430,Bronze,1964
13098,430,Bronze,1964
13099,430,Bronze,1964
13100,649,Bronze,1964
13101,649,Bronze,1964
13102,342,Gold,1964
13103,112,Bronze,1964
13104,435,Silver,1964
13105,544,Silver,1964
13106,687,Gold,1964
13107,429,Bronze,1964
13108,698,Bronze,1964
13109,590,Silver,1964
13110,205,Bronze,1964
13111,203,Bronze,1964
13112,174,Silver,1964
13113,388,Bronze,1964
13114,695,Silver,1964
13115,342,Bronze,1964
13116,342,Silver,1964
13117,380,Gold,1964
13118,388,Gold,1964
13119,151,Silver,1964
13120,327,Silver,1964
13121,328,Bronze,1964
13122,480,Gold,1964
13123,429,Silver,1964
13124,224,Bronze,1964
13125,226,Bronze,1964
13126,687,Gold,1964
13127,182,Bronze,1964
13128,99,Bronze,1964
13129,623,Gold,1964
13130,429,Silver,1964
13131,388,Bronze,1964
13132,342,Bronze,1964
13133,434,Silver,1964
13134,714,Gold,1964
13135,385,Bronze,1964
13136,649,Gold,1964
13137,650,Gold,1964
13138,372,Bronze,1964
13139,289,Gold,1964
13140,342,Bronze,1964
13141,100,Bronze,1964
13142,328,Bronze,1964
13143,342,Silver,1964
13144,482,Gold,1964
13145,203,Silver,1964
13146,430,Gold,1964
13147,127,Silver,1964
13148,127,Silver,1964
13149,627,Silver,1964
13150,621,Silver,1964
13151,623,Silver,1964
13152,544,Gold,1964
13153,541,Silver,1964
13154,338,Silver,1964
13155,295,Bronze,1964
13156,483,Silver,1964
13157,85,Gold,1964
13158,151,Gold,1964
13159,477,Bronze,1964
13160,604,Gold,1964
13161,621,Bronze,1964
13162,650,Silver,1964
13163,312,Gold,1964
13164,627,Bronze,1964
13165,604,Bronze,1964
13166,385,Bronze,1964
13167,318,Silver,1964
13168,388,Gold,1964
13169,623,Bronze,1964
13170,372,Gold,1964
13171,361,Gold,1964
13172,689,Bronze,1964
13173,600,Silver,1964
13174,596,Silver,1964
13175,176,Bronze,1964
13176,716,Gold,1964
13177,496,Bronze,1964
