athleteID,eventID,medal,year
27691,148,Gold,2000
27692,69,Gold,2000
27693,385,Gold,2000
27694,439,Bronze,2000
27695,557,Silver,2000
27696,667,Bronze,2000
27697,383,Silver,2000
27698,426,Bronze,2000
27699,150,Gold,2000
27700,441,Gold,2000
27701,687,Silver,2000
27702,342,Gold,2000
27703,687,Gold,2000
27704,687,Bronze,2000
27705,151,Bronze,2000
27706,192,Bronze,2000
27707,392,Silver,2000
27708,265,Silver,2000
27709,296,Bronze,2000
27710,393,Bronze,2000
27711,733,Silver,2000
27712,488,Silver,2000
27713,426,Silver,2000
27714,734,Bronze,2000
27715,112,Bronze,2000
27716,688,Silver,2000
27717,384,Bronze,2000
27718,623,Silver,2000
27719,559,Silver,2000
27720,150,Silver,2000
27721,128,Bronze,2000
27722,149,Gold,2000
27723,404,Silver,2000
27724,342,Bronze,2000
27725,429,Silver,2000
27726,152,Silver,2000
27727,383,Gold,2000
27728,689,Silver,2000
27729,687,Silver,2000
27730,343,Bronze,2000
27731,343,Bronze,2000
27732,319,Silver,2000
27733,321,Silver,2000
27734,688,Silver,2000
27735,399,Bronze,2000
27736,483,Bronze,2000
27737,133,Silver,2000
27738,651,Silver,2000
27739,129,Silver,2000
27740,128,Silver,2000
27741,448,Silver,2000
27742,532,Bronze,2000
27743,687,Bronze,2000
27744,687,Gold,2000
27745,687,Gold,2000
27746,70,Gold,2000
27747,84,Gold,2000
27748,152,Gold,2000
27749,142,Silver,2000
27750,541,Silver,2000
27751,343,Bronze,2000
27752,384,Bronze,2000
27753,285,Silver,2000
27754,649,Silver,2000
27755,560,Gold,2000
27756,429,Gold,2000
27757,328,Silver,2000
27758,184,Bronze,2000
27759,384,Gold,2000
27760,150,Bronze,2000
27761,148,Gold,2000
27762,561,Gold,2000
27763,214,Silver,2000
27764,383,Bronze,2000
27765,343,Gold,2000
27766,343,Gold,2000
27767,145,Gold,2000
27768,672,Silver,2000
27769,295,Silver,2000
27770,297,Silver,2000
27771,690,Gold,2000
27772,182,Gold,2000
27773,318,Gold,2000
27774,145,Bronze,2000
27775,675,Silver,2000
27776,331,Silver,2000
27777,332,Silver,2000
27778,440,Bronze,2000
27779,604,Gold,2000
27780,623,Gold,2000
27781,476,Gold,2000
27782,154,Bronze,2000
27783,439,Bronze,2000
27784,631,Gold,2000
27785,610,Bronze,2000
27786,621,Silver,2000
27787,622,Gold,2000
27788,384,Bronze,2000
27789,343,Silver,2000
27790,104,Bronze,2000
27791,385,Silver,2000
27792,588,Bronze,2000
27793,690,Gold,2000
27794,622,Gold,2000
27795,557,Gold,2000
27796,434,Bronze,2000
27797,151,Gold,2000
27798,588,Bronze,2000
27799,588,Bronze,2000
27800,112,Gold,2000
27801,588,Gold,2000
27802,87,Silver,2000
27803,183,Gold,2000
27804,622,Silver,2000
27805,152,Silver,2000
27806,651,Bronze,2000
27807,147,Silver,2000
27808,386,Gold,2000
27809,343,Gold,2000
27810,87,Bronze,2000
27811,85,Silver,2000
27812,386,Gold,2000
27813,711,Bronze,2000
27814,429,Silver,2000
27815,150,Gold,2000
27816,152,Bronze,2000
27817,130,Silver,2000
27818,128,Silver,2000
27819,291,Bronze,2000
27820,588,Gold,2000
27821,146,Silver,2000
27822,128,Gold,2000
27823,649,Silver,2000
27824,342,Bronze,2000
27825,712,Silver,2000
27826,88,Bronze,2000
27827,386,Silver,2000
27828,74,Silver,2000
27829,296,Silver,2000
27830,640,Bronze,2000
27831,690,Gold,2000
27832,214,Gold,2000
27833,275,Bronze,2000
27834,152,Silver,2000
27835,384,Bronze,2000
27836,343,Bronze,2000
27837,544,Silver,2000
27838,479,Silver,2000
27839,437,Gold,2000
27840,191,Gold,2000
27841,191,Gold,2000
27842,343,Bronze,2000
27843,384,Gold,2000
27844,279,Silver,2000
27845,208,Gold,2000
27846,205,Gold,2000
27847,133,Bronze,2000
27848,385,Bronze,2000
27849,372,Silver,2000
27850,150,Bronze,2000
27851,397,Silver,2000
27852,690,Gold,2000
27853,203,Gold,2000
27854,151,Gold,2000
27855,144,Bronze,2000
27856,128,Silver,2000
27857,405,Silver,2000
27858,314,Silver,2000
27859,315,Gold,2000
27860,275,Silver,2000
27861,289,Silver,2000
27862,291,Silver,2000
27863,666,Bronze,2000
27864,148,Silver,2000
27865,372,Gold,2000
27866,386,Gold,2000
27867,609,Bronze,2000
27868,622,Silver,2000
27869,99,Bronze,2000
27870,397,Gold,2000
27871,384,Bronze,2000
27872,429,Gold,2000
27873,698,Silver,2000
27874,385,Silver,2000
27875,645,Gold,2000
27876,111,Gold,2000
27877,150,Silver,2000
27878,342,Bronze,2000
27879,722,Bronze,2000
27880,176,Silver,2000
27881,179,Gold,2000
27882,213,Gold,2000
27883,733,Gold,2000
27884,558,Bronze,2000
27885,445,Gold,2000
27886,441,Gold,2000
27887,689,Bronze,2000
27888,426,Silver,2000
27889,297,Gold,2000
27890,150,Bronze,2000
27891,385,Silver,2000
27892,385,Silver,2000
27893,150,Bronze,2000
27894,386,Gold,2000
27895,706,Bronze,2000
27896,392,Gold,2000
27897,211,Bronze,2000
27898,380,Gold,2000
27899,588,Silver,2000
27900,488,Silver,2000
27901,658,Silver,2000
27902,588,Silver,2000
27903,671,Silver,2000
27904,152,Silver,2000
27905,480,Gold,2000
27906,429,Silver,2000
27907,152,Bronze,2000
27908,724,Bronze,2000
27909,150,Bronze,2000
27910,35,Gold,2000
27911,688,Bronze,2000
27912,385,Gold,2000
27913,479,Gold,2000
27914,151,Bronze,2000
27915,124,Silver,2000
27916,621,Bronze,2000
27917,385,Gold,2000
27918,190,Silver,2000
27919,689,Bronze,2000
27920,343,Gold,2000
27921,150,Gold,2000
27922,385,Silver,2000
27923,385,Silver,2000
27924,391,Silver,2000
27925,150,Bronze,2000
27926,150,Bronze,2000
27927,402,Bronze,2000
27928,150,Bronze,2000
27929,385,Silver,2000
27930,146,Gold,2000
27931,276,Bronze,2000
27932,658,Silver,2000
27933,709,Gold,2000
27934,150,Bronze,2000
27935,191,Bronze,2000
27936,394,Silver,2000
27937,405,Bronze,2000
27938,480,Bronze,2000
27939,312,Bronze,2000
27940,479,Gold,2000
27941,649,Bronze,2000
27942,35,Bronze,2000
27943,690,Silver,2000
27944,111,Silver,2000
27945,87,Gold,2000
27946,640,Silver,2000
27947,650,Silver,2000
27948,128,Gold,2000
27949,685,Silver,2000
27950,343,Bronze,2000
27951,342,Silver,2000
27952,343,Gold,2000
27953,174,Silver,2000
27954,151,Silver,2000
27955,669,Gold,2000
27956,427,Bronze,2000
27957,675,Gold,2000
27958,700,Gold,2000
27959,342,Gold,2000
27960,202,Gold,2000
27961,203,Gold,2000
27962,649,Bronze,2000
27963,713,Bronze,2000
27964,384,Silver,2000
27965,117,Bronze,2000
27966,683,Gold,2000
27967,712,Bronze,2000
27968,729,Gold,2000
27969,731,Silver,2000
27970,688,Bronze,2000
27971,426,Bronze,2000
27972,689,Gold,2000
27973,688,Bronze,2000
27974,687,Silver,2000
27975,134,Silver,2000
27976,627,Bronze,2000
27977,623,Silver,2000
27978,152,Bronze,2000
27979,245,Bronze,2000
27980,688,Bronze,2000
27981,489,Bronze,2000
27982,623,Bronze,2000
27983,75,Gold,2000
27984,491,Silver,2000
27985,687,Silver,2000
27986,710,Bronze,2000
27987,383,Gold,2000
27988,449,Gold,2000
27989,380,Silver,2000
27990,377,Silver,2000
27991,382,Gold,2000
27992,426,Bronze,2000
27993,151,Gold,2000
27994,651,Bronze,2000
27995,688,Bronze,2000
27996,385,Silver,2000
27997,35,Gold,2000
27998,150,Bronze,2000
27999,145,Bronze,2000
28000,150,Bronze,2000
28001,667,Gold,2000
28002,385,Silver,2000
28003,150,Bronze,2000
28004,715,Silver,2000
28005,385,Silver,2000
28006,662,Bronze,2000
28007,39,Silver,2000
28008,40,Gold,2000
28009,403,Bronze,2000
28010,150,Bronze,2000
28011,39,Bronze,2000
28012,40,Gold,2000
28013,150,Bronze,2000
28014,177,Bronze,2000
28015,316,Gold,2000
28016,385,Silver,2000
28017,385,Silver,2000
28018,181,Gold,2000
28019,150,Silver,2000
28020,456,Gold,2000
28021,150,Gold,2000
28022,95,Silver,2000
28023,623,Gold,2000
28024,496,Gold,2000
28025,656,Gold,2000
28026,658,Gold,2000
28027,689,Gold,2000
28028,384,Gold,2000
28029,384,Gold,2000
28030,621,Gold,2000
28031,623,Gold,2000
28032,609,Silver,2000
28033,622,Silver,2000
28034,655,Silver,2000
28035,647,Gold,2000
28036,653,Gold,2000
28037,269,Bronze,2000
28038,104,Gold,2000
28039,343,Gold,2000
28040,211,Silver,2000
28041,588,Silver,2000
28042,188,Bronze,2000
28043,176,Bronze,2000
28044,384,Silver,2000
28045,383,Gold,2000
28046,380,Silver,2000
28047,208,Bronze,2000
28048,384,Gold,2000
28049,323,Gold,2000
28050,195,Gold,2000
28051,660,Gold,2000
28052,659,Silver,2000
28053,327,Silver,2000
28054,328,Bronze,2000
28055,690,Bronze,2000
28056,441,Bronze,2000
28057,690,Bronze,2000
28058,74,Gold,2000
28059,92,Gold,2000
28060,588,Silver,2000
28061,78,Gold,2000
28062,689,Gold,2000
28063,181,Silver,2000
28064,319,Bronze,2000
28065,321,Bronze,2000
28066,128,Bronze,2000
28067,139,Bronze,2000
28068,203,Bronze,2000
28069,687,Gold,2000
28070,644,Gold,2000
28071,210,Silver,2000
28072,211,Silver,2000
28073,644,Silver,2000
28074,623,Gold,2000
28075,448,Gold,2000
28076,448,Gold,2000
28077,689,Silver,2000
28078,700,Silver,2000
28079,191,Silver,2000
28080,445,Bronze,2000
28081,178,Silver,2000
28082,607,Gold,2000
28083,613,Gold,2000
28084,622,Gold,2000
28085,343,Gold,2000
28086,150,Gold,2000
28087,383,Gold,2000
28088,100,Bronze,2000
28089,622,Bronze,2000
28090,372,Bronze,2000
28091,718,Bronze,2000
28092,438,Gold,2000
28093,383,Gold,2000
28094,384,Silver,2000
28095,687,Silver,2000
28096,383,Gold,2000
28097,689,Bronze,2000
28098,143,Bronze,2000
28099,707,Bronze,2000
28100,284,Silver,2000
28101,404,Bronze,2000
28102,690,Bronze,2000
28103,383,Gold,2000
28104,135,Silver,2000
28105,690,Bronze,2000
28106,401,Bronze,2000
28107,152,Silver,2000
28108,342,Silver,2000
28109,65,Bronze,2000
28110,90,Bronze,2000
28111,332,Silver,2000
28112,673,Gold,2000
28113,384,Bronze,2000
28114,383,Silver,2000
28115,396,Bronze,2000
28116,342,Gold,2000
28117,699,Bronze,2000
28118,383,Gold,2000
28119,383,Gold,2000
28120,426,Gold,2000
28121,315,Silver,2000
28122,121,Silver,2000
28123,127,Silver,2000
28124,150,Silver,2000
28125,426,Silver,2000
28126,144,Silver,2000
28127,400,Silver,2000
28128,178,Gold,2000
28129,150,Bronze,2000
28130,145,Silver,2000
28131,366,Silver,2000
28132,359,Bronze,2000
28133,323,Bronze,2000
28134,672,Gold,2000
28135,150,Bronze,2000
28136,150,Bronze,2000
28137,384,Bronze,2000
28138,262,Silver,2000
28139,274,Gold,2000
28140,343,Gold,2000
28141,688,Bronze,2000
28142,315,Bronze,2000
28143,152,Gold,2000
28144,658,Bronze,2000
28145,448,Bronze,2000
28146,84,Gold,2000
28147,136,Gold,2000
28148,621,Silver,2000
28149,622,Gold,2000
28150,318,Gold,2000
28151,705,Silver,2000
28152,663,Silver,2000
28153,662,Gold,2000
28154,294,Silver,2000
28155,296,Gold,2000
28156,332,Bronze,2000
28157,402,Silver,2000
28158,372,Gold,2000
28159,366,Gold,2000
28160,332,Bronze,2000
28161,656,Bronze,2000
28162,152,Bronze,2000
28163,483,Gold,2000
28164,649,Bronze,2000
28165,343,Silver,2000
28166,211,Bronze,2000
28167,708,Gold,2000
28168,150,Silver,2000
28169,383,Silver,2000
28170,729,Silver,2000
28171,295,Bronze,2000
28172,429,Gold,2000
28173,448,Silver,2000
28174,382,Silver,2000
28175,343,Bronze,2000
28176,439,Silver,2000
28177,660,Bronze,2000
28178,659,Silver,2000
28179,379,Bronze,2000
28180,376,Gold,2000
28181,401,Bronze,2000
28182,385,Bronze,2000
28183,719,Gold,2000
28184,182,Bronze,2000
28185,268,Gold,2000
28186,380,Silver,2000
28187,378,Bronze,2000
28188,376,Silver,2000
28189,332,Gold,2000
28190,385,Gold,2000
28191,435,Bronze,2000
28192,279,Bronze,2000
28193,453,Bronze,2000
28194,665,Gold,2000
28195,690,Silver,2000
28196,383,Silver,2000
28197,719,Bronze,2000
28198,384,Silver,2000
28199,326,Bronze,2000
28200,383,Bronze,2000
28201,177,Silver,2000
28202,438,Silver,2000
28203,688,Gold,2000
28204,291,Gold,2000
28205,441,Bronze,2000
28206,180,Bronze,2000
28207,342,Silver,2000
28208,448,Gold,2000
28209,489,Silver,2000
28210,150,Silver,2000
28211,275,Silver,2000
28212,343,Silver,2000
28213,396,Gold,2000
28214,191,Bronze,2000
28215,437,Bronze,2000
28216,318,Bronze,2000
28217,386,Gold,2000
28218,386,Silver,2000
28219,105,Bronze,2000
28220,689,Silver,2000
28221,173,Silver,2000
28222,615,Gold,2000
28223,342,Bronze,2000
28224,532,Silver,2000
28225,181,Bronze,2000
28226,708,Bronze,2000
28227,380,Bronze,2000
28228,312,Silver,2000
28229,138,Silver,2000
28230,274,Bronze,2000
28231,150,Silver,2000
28232,643,Silver,2000
28233,342,Silver,2000
28234,151,Bronze,2000
28235,689,Gold,2000
28236,725,Silver,2000
28237,386,Silver,2000
28238,144,Gold,2000
28239,492,Silver,2000
28240,268,Bronze,2000
28241,699,Silver,2000
28242,708,Silver,2000
28243,196,Silver,2000
28244,149,Silver,2000
28245,265,Bronze,2000
28246,266,Gold,2000
28247,541,Bronze,2000
28248,397,Bronze,2000
28249,151,Bronze,2000
28250,151,Bronze,2000
28251,386,Silver,2000
28252,383,Bronze,2000
28253,687,Bronze,2000
28254,588,Silver,2000
28255,668,Gold,2000
28256,588,Silver,2000
28257,485,Silver,2000
28258,274,Silver,2000
28259,559,Gold,2000
28260,139,Silver,2000
28261,690,Gold,2000
28262,84,Bronze,2000
28263,332,Gold,2000
28264,326,Gold,2000
28265,342,Gold,2000
28266,342,Gold,2000
28267,152,Gold,2000
28268,441,Bronze,2000
28269,588,Bronze,2000
28270,124,Bronze,2000
28271,127,Silver,2000
28272,85,Silver,2000
28273,151,Gold,2000
28274,588,Gold,2000
28275,85,Silver,2000
28276,262,Bronze,2000
28277,278,Bronze,2000
28278,265,Gold,2000
28279,733,Bronze,2000
28280,458,Bronze,2000
28281,85,Bronze,2000
28282,429,Silver,2000
28283,479,Bronze,2000
28284,479,Bronze,2000
28285,685,Gold,2000
28286,312,Silver,2000
28287,558,Gold,2000
28288,441,Silver,2000
28289,343,Bronze,2000
28290,266,Silver,2000
28291,670,Silver,2000
28292,701,Bronze,2000
28293,343,Gold,2000
28294,312,Silver,2000
28295,150,Silver,2000
28296,138,Bronze,2000
28297,40,Bronze,2000
28298,687,Bronze,2000
28299,118,Gold,2000
28300,150,Silver,2000
28301,448,Bronze,2000
28302,208,Silver,2000
28303,205,Silver,2000
28304,456,Silver,2000
28305,129,Bronze,2000
28306,150,Silver,2000
28307,685,Bronze,2000
28308,687,Gold,2000
28309,291,Bronze,2000
28310,342,Gold,2000
28311,372,Silver,2000
28312,69,Bronze,2000
28313,150,Gold,2000
28314,687,Gold,2000
28315,178,Bronze,2000
28316,326,Gold,2000
28317,343,Silver,2000
28318,532,Gold,2000
28319,128,Gold,2000
28320,687,Gold,2000
28321,690,Gold,2000
28322,690,Gold,2000
28323,560,Bronze,2000
28324,152,Gold,2000
28325,342,Gold,2000
28326,650,Bronze,2000
28327,196,Bronze,2000
28328,343,Bronze,2000
28329,622,Silver,2000
28330,386,Gold,2000
28331,687,Silver,2000
28332,701,Silver,2000
28333,639,Gold,2000
28334,643,Gold,2000
28335,525,Silver,2000
28336,434,Silver,2000
28337,689,Gold,2000
28338,85,Bronze,2000
28339,84,Gold,2000
28340,294,Bronze,2000
28341,296,Silver,2000
28342,85,Gold,2000
28343,690,Silver,2000
28344,646,Silver,2000
28345,641,Silver,2000
28346,386,Bronze,2000
28347,434,Silver,2000
28348,688,Silver,2000
28349,386,Gold,2000
28350,122,Bronze,2000
28351,588,Bronze,2000
28352,384,Gold,2000
28353,608,Silver,2000
28354,622,Gold,2000
28355,682,Gold,2000
28356,151,Gold,2000
28357,666,Gold,2000
28358,328,Silver,2000
28359,211,Gold,2000
28360,343,Bronze,2000
28361,440,Silver,2000
28362,343,Silver,2000
28363,728,Silver,2000
28364,135,Bronze,2000
28365,85,Bronze,2000
28366,652,Silver,2000
28367,651,Gold,2000
28368,435,Silver,2000
28369,718,Gold,2000
28370,730,Gold,2000
28371,137,Bronze,2000
28372,692,Gold,2000
28373,133,Gold,2000
28374,628,Bronze,2000
28375,734,Silver,2000
28376,384,Silver,2000
28377,331,Gold,2000
28378,588,Silver,2000
28379,639,Silver,2000
28380,650,Bronze,2000
28381,643,Bronze,2000
28382,556,Gold,2000
28383,342,Bronze,2000
28384,128,Bronze,2000
28385,715,Gold,2000
28386,150,Gold,2000
28387,264,Silver,2000
28388,275,Bronze,2000
28389,112,Silver,2000
28390,362,Gold,2000
28391,372,Bronze,2000
28392,358,Silver,2000
28393,366,Bronze,2000
28394,359,Gold,2000
28395,368,Bronze,2000
28396,673,Gold,2000
28397,426,Gold,2000
28398,292,Bronze,2000
28399,274,Bronze,2000
28400,65,Gold,2000
28401,342,Gold,2000
28402,342,Gold,2000
28403,312,Gold,2000
28404,384,Gold,2000
28405,384,Bronze,2000
28406,199,Silver,2000
28407,245,Silver,2000
28408,525,Bronze,2000
28409,391,Gold,2000
28410,99,Gold,2000
28411,343,Gold,2000
28412,658,Bronze,2000
28413,615,Bronze,2000
28414,271,Gold,2000
28415,706,Gold,2000
28416,190,Gold,2000
28417,658,Gold,2000
28418,383,Bronze,2000
28419,342,Bronze,2000
28420,588,Gold,2000
28421,35,Gold,2000
28422,588,Gold,2000
28423,323,Silver,2000
28424,326,Silver,2000
28425,383,Bronze,2000
28426,314,Gold,2000
28427,315,Bronze,2000
28428,707,Silver,2000
28429,672,Bronze,2000
28430,383,Bronze,2000
28431,342,Bronze,2000
28432,379,Silver,2000
28433,380,Gold,2000
28434,441,Gold,2000
28435,693,Bronze,2000
28436,687,Silver,2000
28437,85,Bronze,2000
28438,383,Silver,2000
28439,441,Gold,2000
28440,646,Gold,2000
28441,651,Silver,2000
28442,645,Silver,2000
28443,650,Silver,2000
28444,386,Silver,2000
28445,650,Bronze,2000
28446,195,Silver,2000
28447,679,Silver,2000
28448,342,Bronze,2000
28449,383,Bronze,2000
28450,690,Silver,2000
28451,131,Silver,2000
28452,199,Silver,2000
28453,150,Gold,2000
28454,690,Silver,2000
28455,121,Bronze,2000
28456,127,Silver,2000
28457,393,Gold,2000
28458,150,Silver,2000
28459,384,Silver,2000
28460,297,Gold,2000
28461,488,Bronze,2000
28462,384,Silver,2000
28463,151,Silver,2000
28464,426,Bronze,2000
28465,687,Bronze,2000
28466,150,Bronze,2000
28467,150,Bronze,2000
28468,150,Bronze,2000
28469,150,Bronze,2000
28470,150,Bronze,2000
28471,614,Silver,2000
28472,343,Silver,2000
28473,210,Bronze,2000
28474,690,Silver,2000
28475,151,Gold,2000
28476,343,Silver,2000
28477,621,Gold,2000
28478,623,Gold,2000
28479,326,Bronze,2000
28480,108,Gold,2000
28481,386,Gold,2000
28482,545,Silver,2000
28483,613,Silver,2000
28484,404,Bronze,2000
28485,143,Silver,2000
28486,545,Bronze,2000
28487,441,Silver,2000
28488,453,Gold,2000
28489,188,Silver,2000
28490,372,Silver,2000
28491,383,Bronze,2000
28492,84,Bronze,2000
28493,604,Silver,2000
28494,127,Bronze,2000
28495,658,Gold,2000
28496,395,Bronze,2000
28497,693,Gold,2000
28498,312,Bronze,2000
28499,150,Silver,2000
28500,384,Gold,2000
28501,690,Silver,2000
28502,429,Bronze,2000
28503,700,Bronze,2000
28504,690,Bronze,2000
28505,690,Bronze,2000
28506,343,Gold,2000
28507,383,Silver,2000
28508,438,Silver,2000
28509,281,Gold,2000
28510,40,Bronze,2000
28511,649,Gold,2000
28512,400,Bronze,2000
28513,150,Silver,2000
28514,384,Silver,2000
28515,321,Silver,2000
28516,621,Gold,2000
28517,622,Silver,2000
28518,434,Gold,2000
28519,447,Gold,2000
28520,342,Bronze,2000
28521,290,Silver,2000
28522,318,Gold,2000
28523,372,Bronze,2000
28524,383,Gold,2000
28525,426,Bronze,2000
28526,646,Bronze,2000
28527,652,Bronze,2000
28528,274,Gold,2000
28529,128,Silver,2000
28530,175,Gold,2000
28531,190,Bronze,2000
28532,188,Gold,2000
28533,446,Bronze,2000
28534,610,Silver,2000
28535,710,Silver,2000
28536,437,Gold,2000
28537,429,Silver,2000
28538,688,Silver,2000
28539,155,Gold,2000
28540,368,Silver,2000
28541,391,Bronze,2000
28542,386,Gold,2000
28543,386,Gold,2000
28544,321,Gold,2000
28545,380,Gold,2000
28546,190,Bronze,2000
28547,188,Gold,2000
28548,343,Bronze,2000
28549,130,Gold,2000
28550,128,Bronze,2000
28551,380,Silver,2000
28552,376,Bronze,2000
28553,136,Silver,2000
28554,143,Gold,2000
28555,190,Gold,2000
28556,292,Bronze,2000
28557,342,Silver,2000
28558,426,Silver,2000
28559,148,Bronze,2000
28560,640,Gold,2000
28561,650,Gold,2000
28562,245,Gold,2000
28563,275,Silver,2000
28564,441,Silver,2000
28565,561,Silver,2000
28566,211,Bronze,2000
28567,380,Gold,2000
28568,378,Silver,2000
28569,384,Silver,2000
28570,524,Bronze,2000
28571,439,Gold,2000
28572,326,Gold,2000
28573,384,Gold,2000
28574,343,Gold,2000
28575,688,Bronze,2000
28576,427,Silver,2000
28577,209,Silver,2000
28578,623,Silver,2000
28579,150,Gold,2000
28580,202,Bronze,2000
28581,380,Bronze,2000
28582,434,Gold,2000
28583,684,Bronze,2000
28584,342,Bronze,2000
28585,483,Gold,2000
28586,702,Gold,2000
28587,557,Bronze,2000
28588,709,Silver,2000
28589,84,Silver,2000
28590,120,Bronze,2000
28591,688,Bronze,2000
28592,154,Silver,2000
28593,437,Silver,2000
28594,128,Silver,2000
28595,588,Gold,2000
28596,127,Bronze,2000
28597,400,Bronze,2000
28598,100,Silver,2000
28599,151,Silver,2000
28600,173,Gold,2000
28601,343,Gold,2000
28602,386,Silver,2000
28603,151,Silver,2000
28604,713,Silver,2000
28605,485,Gold,2000
28606,441,Bronze,2000
28607,588,Bronze,2000
28608,730,Bronze,2000
28609,150,Silver,2000
28610,386,Silver,2000
28611,188,Silver,2000
28612,342,Bronze,2000
28613,384,Bronze,2000
28614,435,Gold,2000
28615,332,Silver,2000
28616,177,Bronze,2000
28617,722,Silver,2000
28618,651,Silver,2000
28619,650,Silver,2000
28620,687,Bronze,2000
28621,384,Gold,2000
28622,616,Bronze,2000
28623,627,Silver,2000
28624,617,Gold,2000
28625,199,Gold,2000
28626,326,Gold,2000
28627,343,Bronze,2000
28628,271,Silver,2000
28629,264,Gold,2000
28630,275,Gold,2000
28631,342,Silver,2000
28632,688,Gold,2000
28633,706,Silver,2000
28634,614,Bronze,2000
28635,622,Bronze,2000
28636,449,Bronze,2000
28637,429,Silver,2000
28638,315,Gold,2000
28639,650,Silver,2000
28640,328,Silver,2000
28641,690,Bronze,2000
28642,693,Silver,2000
28643,40,Silver,2000
28644,665,Bronze,2000
28645,695,Bronze,2000
28646,95,Bronze,2000
28647,90,Silver,2000
28648,183,Bronze,2000
28649,588,Silver,2000
28650,184,Gold,2000
28651,446,Bronze,2000
28652,719,Silver,2000
28653,306,Bronze,2000
28654,307,Gold,2000
28655,155,Bronze,2000
28656,725,Gold,2000
28657,92,Bronze,2000
28658,343,Gold,2000
28659,655,Bronze,2000
28660,150,Gold,2000
28661,155,Bronze,2000
28662,384,Bronze,2000
28663,296,Gold,2000
28664,318,Bronze,2000
28665,689,Bronze,2000
28666,688,Silver,2000
28667,687,Bronze,2000
28668,439,Gold,2000
28669,436,Bronze,2000
28670,174,Gold,2000
28671,266,Bronze,2000
28672,290,Bronze,2000
28673,289,Bronze,2000
28674,292,Silver,2000
28675,291,Gold,2000
28676,687,Silver,2000
28677,689,Bronze,2000
28678,176,Gold,2000
28679,722,Gold,2000
28680,136,Bronze,2000
28681,384,Bronze,2000
28682,405,Bronze,2000
28683,429,Gold,2000
28684,203,Silver,2000
28685,477,Silver,2000
28686,621,Bronze,2000
28687,209,Gold,2000
28688,211,Gold,2000
28689,480,Silver,2000
28690,95,Gold,2000
28691,476,Bronze,2000
28692,445,Bronze,2000
28693,380,Bronze,2000
28694,151,Silver,2000
28695,150,Silver,2000
28696,150,Gold,2000
28697,99,Silver,2000
28698,321,Silver,2000
28699,307,Bronze,2000
28700,555,Silver,2000
28701,680,Bronze,2000
28702,489,Gold,2000
28703,385,Silver,2000
28704,40,Silver,2000
28705,343,Silver,2000
28706,203,Bronze,2000
28707,426,Gold,2000
28708,321,Gold,2000
28709,108,Bronze,2000
28710,649,Gold,2000
28711,650,Gold,2000
28712,690,Silver,2000
28713,150,Gold,2000
28714,155,Silver,2000
28715,715,Bronze,2000
28716,316,Bronze,2000
28717,426,Gold,2000
28718,395,Silver,2000
28719,122,Gold,2000
28720,687,Silver,2000
28721,458,Gold,2000
28722,621,Bronze,2000
28723,152,Bronze,2000
28724,713,Gold,2000
28725,384,Silver,2000
28726,184,Bronze,2000
28727,179,Silver,2000
28728,690,Silver,2000
28729,439,Silver,2000
28730,140,Silver,2000
28731,399,Bronze,2000
28732,307,Gold,2000
28733,665,Silver,2000
28734,386,Bronze,2000
28735,151,Bronze,2000
28736,384,Silver,2000
28737,383,Silver,2000
28738,649,Bronze,2000
28739,429,Bronze,2000
28740,429,Bronze,2000
28741,386,Gold,2000
28742,135,Gold,2000
28743,705,Bronze,2000
28744,445,Silver,2000
28745,728,Gold,2000
28746,608,Bronze,2000
28747,283,Bronze,2000
28748,386,Bronze,2000
28749,386,Bronze,2000
28750,391,Bronze,2000
28751,152,Gold,2000
28752,588,Gold,2000
28753,151,Gold,2000
28754,429,Bronze,2000
28755,690,Bronze,2000
28756,152,Bronze,2000
28757,343,Silver,2000
28758,688,Silver,2000
28759,210,Bronze,2000
28760,138,Gold,2000
28761,150,Bronze,2000
28762,150,Bronze,2000
28763,385,Silver,2000
28764,151,Bronze,2000
28765,151,Silver,2000
28766,297,Bronze,2000
28767,689,Bronze,2000
28768,128,Bronze,2000
28769,104,Silver,2000
28770,84,Silver,2000
28771,658,Gold,2000
28772,384,Bronze,2000
28773,622,Bronze,2000
28774,436,Gold,2000
28775,152,Silver,2000
28776,385,Bronze,2000
28777,326,Silver,2000
28778,385,Bronze,2000
28779,152,Gold,2000
28780,191,Silver,2000
28781,315,Silver,2000
28782,386,Gold,2000
28783,274,Bronze,2000
28784,651,Bronze,2000
28785,343,Bronze,2000
28786,476,Gold,2000
28787,689,Gold,2000
28788,544,Bronze,2000
28789,386,Silver,2000
28790,434,Bronze,2000
28791,434,Bronze,2000
28792,650,Gold,2000
28793,480,Bronze,2000
28794,151,Bronze,2000
28795,137,Silver,2000
28796,202,Gold,2000
28797,203,Gold,2000
28798,488,Gold,2000
28799,651,Gold,2000
28800,689,Silver,2000
28801,127,Gold,2000
28802,392,Bronze,2000
28803,342,Gold,2000
28804,401,Silver,2000
28805,383,Gold,2000
28806,662,Silver,2000
28807,441,Gold,2000
28808,709,Bronze,2000
28809,649,Bronze,2000
28810,412,Gold,2000
28811,383,Silver,2000
28812,372,Silver,2000
28813,690,Silver,2000
28814,152,Gold,2000
28815,438,Gold,2000
28816,175,Bronze,2000
28817,615,Silver,2000
28818,274,Silver,2000
28819,118,Bronze,2000
28820,131,Gold,2000
28821,210,Silver,2000
28822,211,Silver,2000
28823,689,Gold,2000
